player,tm,opp,res,mp,fg,fga,fg_pct,3p,3pa,3p_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,game_date,game_id,matchup_id,is_home,won
GG Jackson,MEM,UTA,W,29.516666666666666,7,9,0.778,2,4,0.5,2,2,1.0,0,9,9,1,0,1,0,3,18,17.4,2025-12-23,20251223_GG_Jackson_MEM_UTA,20251223_MEM_UTA,,1
Garrison Mathews,IND,MIL,L,11.1,2,4,0.5,2,3,0.667,0,0,0.0,0,2,2,0,1,0,0,2,6,4.8,2025-12-23,20251223_Garrison_Mathews_IND_MIL,20251223_IND_MIL,,0
Gary Harris,MIL,IND,W,16.221666666666668,2,4,0.5,1,2,0.5,0,0,0.0,0,2,2,1,0,1,1,5,5,2.0,2025-12-23,20251223_Gary_Harris_MIL_IND,20251223_IND_MIL,,1
Gary Trent Jr.,MIL,IND,W,4.9366666666666665,2,2,1.0,1,1,1.0,0,0,0.0,0,2,2,1,0,0,0,0,5,5.7,2025-12-23,20251223_Gary_Trent_Jr._MIL_IND,20251223_IND_MIL,,1
Gradey Dick,TOR,MIA,W,11.883333333333333,0,4,0.0,0,3,0.0,2,2,1.0,0,1,1,1,2,0,1,1,2,0.8000000000000003,2025-12-23,20251223_Gradey_Dick_TOR_MIA,20251223_MIA_TOR,,1
Harrison Barnes,SAS,OKC,W,25.75,6,9,0.667,2,4,0.5,6,6,1.0,1,0,1,0,1,0,0,0,20,17.799999999999997,2025-12-23,20251223_Harrison_Barnes_SAS_OKC,20251223_OKC_SAS,,1
Hunter Sallis,PHI,BKN,L,0.6066666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-23,20251223_Hunter_Sallis_PHI_BKN,20251223_BKN_PHI,,0
Immanuel Quickley,TOR,MIA,W,35.48,5,15,0.333,1,8,0.125,7,7,1.0,1,4,5,7,1,1,2,3,18,14.799999999999995,2025-12-23,20251223_Immanuel_Quickley_TOR_MIA,20251223_MIA_TOR,,1
Isaac Okoro,CHI,ATL,W,22.09,2,6,0.333,1,3,0.333,3,4,0.75,2,0,2,1,0,1,0,3,8,5.800000000000002,2025-12-23,20251223_Isaac_Okoro_CHI_ATL,20251223_ATL_CHI,,1
Isaiah Collier,UTA,MEM,L,26.15,3,6,0.5,1,2,0.5,1,1,1.0,1,2,3,9,1,0,5,4,8,7.0,2025-12-23,20251223_Isaiah_Collier_UTA_MEM,20251223_MEM_UTA,,0
Isaiah Hartenstein,OKC,SAS,L,25.65,4,7,0.571,0,0,0.0,0,0,0.0,5,7,12,0,0,0,3,5,8,5.299999999999999,2025-12-23,20251223_Isaiah_Hartenstein_OKC_SAS,20251223_OKC_SAS,,0
Isaiah Joe,OKC,SAS,L,15.766666666666667,2,3,0.667,2,3,0.667,2,2,1.0,1,3,4,1,1,0,0,0,8,10.0,2025-12-23,20251223_Isaiah_Joe_OKC_SAS,20251223_OKC_SAS,,0
Isaiah Stewart,DET,SAC,W,21.28333333333333,6,12,0.5,2,6,0.333,2,2,1.0,2,1,3,3,0,1,1,2,16,12.7,2025-12-23,20251223_Isaiah_Stewart_DET_SAC,20251223_DET_SAC,,1
JD Davison,HOU,LAC,L,5.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,0,0,-0.3,2025-12-23,20251223_JD_Davison_HOU_LAC,20251223_HOU_LAC,,0
Ja'Kobe Walter,TOR,MIA,W,19.65333333333333,2,5,0.4,0,3,0.0,0,1,0.0,0,3,3,2,2,0,0,3,4,3.999999999999999,2025-12-23,20251223_Ja'Kobe_Walter_TOR_MIA,20251223_MIA_TOR,,1
Jabari Smith Jr.,HOU,LAC,L,31.966666666666665,6,13,0.462,4,10,0.4,0,0,0.0,0,1,1,1,0,0,0,2,16,9.499999999999998,2025-12-23,20251223_Jabari_Smith_Jr._HOU_LAC,20251223_HOU_LAC,,0
Jabari Walker,PHI,BKN,L,12.773333333333332,2,4,0.5,0,2,0.0,1,1,1.0,2,2,4,1,0,0,1,4,5,3.1,2025-12-23,20251223_Jabari_Walker_PHI_BKN,20251223_BKN_PHI,,0
Jaden Hardy,DAL,DEN,W,27.83333333333333,5,9,0.556,0,3,0.0,0,0,0.0,1,1,2,2,1,0,1,2,10,7.299999999999999,2025-12-23,20251223_Jaden_Hardy_DAL_DEN,20251223_DAL_DEN,,1
Jaden Ivey,DET,SAC,W,14.486666666666666,3,5,0.6,2,3,0.667,0,0,0.0,0,3,3,3,0,2,0,4,8,8.5,2025-12-23,20251223_Jaden_Ivey_DET_SAC,20251223_DET_SAC,,1
Jae'Sean Tate,HOU,LAC,L,13.7,3,4,0.75,0,0,0.0,1,1,1.0,2,1,3,3,0,1,0,3,7,8.7,2025-12-23,20251223_Jae'Sean_Tate_HOU_LAC,20251223_HOU_LAC,,0
Jahmai Mashack,MEM,UTA,W,0.3566666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-23,20251223_Jahmai_Mashack_MEM_UTA,20251223_MEM_UTA,,1
Jaime Jaquez Jr.,MIA,TOR,L,35.666666666666664,9,16,0.563,1,2,0.5,2,3,0.667,0,2,2,2,0,1,4,4,21,10.1,2025-12-23,20251223_Jaime_Jaquez_Jr._MIA_TOR,20251223_MIA_TOR,,0
Jake LaRavia,LAL,PHX,L,28.95,4,8,0.5,2,3,0.667,2,4,0.5,3,2,5,1,2,2,2,2,12,11.2,2025-12-23,20251223_Jake_LaRavia_LAL_PHX,20251223_LAL_PHX,,0
Jalen Duren,DET,SAC,W,32.483333333333334,10,15,0.667,0,0,0.0,3,7,0.429,7,6,13,4,0,2,1,3,23,23.6,2025-12-23,20251223_Jalen_Duren_DET_SAC,20251223_DET_SAC,,1
Jalen Johnson,ATL,CHI,L,38.86333333333334,11,23,0.478,1,7,0.143,1,3,0.333,0,9,9,10,1,2,5,3,24,17.4,2025-12-23,20251223_Jalen_Johnson_ATL_CHI,20251223_ATL_CHI,,0
Jalen Pickett,DEN,DAL,L,5.766666666666667,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2025-12-23,20251223_Jalen_Pickett_DEN_DAL,20251223_DAL_DEN,,0
Jalen Smith,CHI,ATL,W,11.733333333333333,1,3,0.333,1,3,0.333,2,3,0.667,2,2,4,3,0,0,0,1,5,6.6,2025-12-23,20251223_Jalen_Smith_CHI_ATL,20251223_ATL_CHI,,1
Jalen Williams,OKC,SAS,L,31.52,8,18,0.444,1,4,0.25,0,0,0.0,1,5,6,8,2,0,3,3,17,13.2,2025-12-23,20251223_Jalen_Williams_OKC_SAS,20251223_OKC_SAS,,0
Jamal Cain,ORL,POR,W,12.816666666666666,1,2,0.5,0,0,0.0,2,2,1.0,0,0,0,0,2,0,0,1,4,4.6,2025-12-23,20251223_Jamal_Cain_ORL_POR,20251223_ORL_POR,,1
Jamal Murray,DEN,DAL,L,37.31666666666667,12,21,0.571,3,7,0.429,4,4,1.0,0,7,7,14,1,0,3,0,31,31.0,2025-12-23,20251223_Jamal_Murray_DEN_DAL,20251223_DAL_DEN,,0
Jamal Shead,TOR,MIA,W,19.0,3,6,0.5,2,3,0.667,0,0,0.0,0,2,2,4,1,1,3,3,8,5.899999999999999,2025-12-23,20251223_Jamal_Shead_TOR_MIA,20251223_MIA_TOR,,1
Jamaree Bouyea,PHX,LAL,W,24.2,7,10,0.7,0,3,0.0,0,0,0.0,0,4,4,2,0,1,1,0,14,12.1,2025-12-23,20251223_Jamaree_Bouyea_PHX_LAL,20251223_LAL_PHX,,1
James Harden,LAC,HOU,W,34.733333333333334,7,14,0.5,3,8,0.375,12,13,0.923,0,4,4,6,2,0,4,2,29,24.2,2025-12-23,20251223_James_Harden_LAC_HOU,20251223_HOU_LAC,,1
James Wiseman,IND,MIL,L,11.683333333333334,1,1,1.0,0,0,0.0,1,2,0.5,0,0,0,1,0,0,1,2,3,1.2000000000000002,2025-12-23,20251223_James_Wiseman_IND_MIL,20251223_IND_MIL,,0
Jamison Battle,TOR,MIA,W,15.4,4,4,1.0,3,3,1.0,0,0,0.0,1,1,2,1,2,0,1,2,11,11.7,2025-12-23,20251223_Jamison_Battle_TOR_MIA,20251223_MIA_TOR,,1
Jarace Walker,IND,MIL,L,16.816666666666666,1,8,0.125,1,5,0.2,1,2,0.5,0,2,2,0,0,0,1,2,4,-2.7999999999999994,2025-12-23,20251223_Jarace_Walker_IND_MIL,20251223_IND_MIL,,0
Jared McCain,PHI,BKN,L,39.22666666666667,3,11,0.273,1,3,0.333,3,4,0.75,1,8,9,4,2,0,2,1,10,8.6,2025-12-23,20251223_Jared_McCain_PHI_BKN,20251223_BKN_PHI,,0
Jaren Jackson Jr.,MEM,UTA,W,30.215,9,16,0.563,2,4,0.5,1,2,0.5,0,7,7,2,1,3,4,3,21,14.400000000000002,2025-12-23,20251223_Jaren_Jackson_Jr._MEM_UTA,20251223_MEM_UTA,,1
Jarred Vanderbilt,LAL,PHX,L,19.883333333333333,2,4,0.5,1,2,0.5,0,0,0.0,3,2,5,1,0,0,2,0,5,4.4,2025-12-23,20251223_Jarred_Vanderbilt_LAL_PHX,20251223_LAL_PHX,,0
Jarrett Allen,CLE,NOP,W,26.28333333333333,6,9,0.667,1,1,1.0,1,2,0.5,1,8,9,3,0,0,1,4,14,12.299999999999995,2025-12-23,20251223_Jarrett_Allen_CLE_NOP,20251223_CLE_NOP,,1
Jase Richardson,ORL,POR,W,11.631666666666666,1,2,0.5,0,0,0.0,0,0,0.0,2,0,2,2,0,0,1,1,2,2.4,2025-12-23,20251223_Jase_Richardson_ORL_POR,20251223_ORL_POR,,1
Javon Small,MEM,UTA,W,12.44,0,4,0.0,0,3,0.0,0,0,0.0,0,2,2,7,1,0,1,4,0,1.0999999999999996,2025-12-23,20251223_Javon_Small_MEM_UTA,20251223_MEM_UTA,,1
Javonte Green,DET,SAC,W,18.398333333333333,3,6,0.5,1,2,0.5,2,2,1.0,2,0,2,0,1,0,1,3,9,6.2,2025-12-23,20251223_Javonte_Green_DET_SAC,20251223_DET_SAC,,1
Jaxson Hayes,LAL,PHX,L,5.366666666666666,0,0,0.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,1,2,2,0.4999999999999998,2025-12-23,20251223_Jaxson_Hayes_LAL_PHX,20251223_LAL_PHX,,0
Jay Huff,IND,MIL,L,20.916666666666668,3,7,0.429,1,5,0.2,2,2,1.0,2,5,7,3,1,1,1,2,9,10.199999999999998,2025-12-23,20251223_Jay_Huff_IND_MIL,20251223_IND_MIL,,0
Jaylen Clark,MIN,NYK,W,13.766666666666667,2,2,1.0,1,1,1.0,0,2,0.0,1,0,1,3,0,0,2,1,5,4.0,2025-12-23,20251223_Jaylen_Clark_MIN_NYK,20251223_MIN_NYK,,1
Jaylen Wells,MEM,UTA,W,31.81,4,8,0.5,2,4,0.5,2,2,1.0,0,1,1,4,4,1,2,2,12,13.0,2025-12-23,20251223_Jaylen_Wells_MEM_UTA,20251223_MEM_UTA,,1
Jaylon Tyson,CLE,NOP,W,24.65,8,13,0.615,2,4,0.5,0,0,0.0,3,3,6,2,0,1,0,4,18,15.6,2025-12-23,20251223_Jaylon_Tyson_CLE_NOP,20251223_CLE_NOP,,1
Jeff Green,HOU,LAC,L,5.25,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,0,0,0,0,1,3,1.9,2025-12-23,20251223_Jeff_Green_HOU_LAC,20251223_HOU_LAC,,0
Jeremiah Fears,NOP,CLE,L,27.216666666666665,3,11,0.273,1,3,0.333,4,5,0.8,0,4,4,5,1,0,3,0,11,6.800000000000001,2025-12-23,20251223_Jeremiah_Fears_NOP_CLE,20251223_CLE_NOP,,0
Jericho Sims,MIL,IND,W,20.48333333333333,3,3,1.0,0,0,0.0,0,1,0.0,1,6,7,1,1,0,4,5,6,2.8999999999999986,2025-12-23,20251223_Jericho_Sims_MIL_IND,20251223_IND_MIL,,1
Jett Howard,ORL,POR,W,4.833333333333333,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1.4,2025-12-23,20251223_Jett_Howard_ORL_POR,20251223_ORL_POR,,1
Jock Landale,MEM,UTA,W,20.633333333333333,6,10,0.6,1,4,0.25,4,8,0.5,6,2,8,1,0,2,2,4,17,14.099999999999994,2025-12-23,20251223_Jock_Landale_MEM_UTA,20251223_MEM_UTA,,1
Joel Embiid,PHI,BKN,L,31.46,8,13,0.615,1,1,1.0,10,12,0.833,1,5,6,4,0,2,3,5,27,21.7,2025-12-23,20251223_Joel_Embiid_PHI_BKN,20251223_BKN_PHI,,0
John Collins,LAC,HOU,W,29.456666666666667,5,8,0.625,3,3,1.0,0,0,0.0,2,3,5,5,2,2,0,3,13,17.400000000000002,2025-12-23,20251223_John_Collins_LAC_HOU,20251223_HOU_LAC,,1
Johni Broome,PHI,BKN,L,0.6066666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-23,20251223_Johni_Broome_PHI_BKN,20251223_BKN_PHI,,0
Johnny Furphy,IND,MIL,L,18.916666666666668,3,7,0.429,0,2,0.0,0,1,0.0,1,2,3,0,1,0,0,1,6,3.800000000000001,2025-12-23,20251223_Johnny_Furphy_IND_MIL,20251223_IND_MIL,,0
Jonas Valančiūnas,DEN,DAL,L,14.133333333333333,3,4,0.75,0,0,0.0,2,2,1.0,0,1,1,1,0,0,1,1,8,5.999999999999999,2025-12-23,20251223_Jonas_Valančiūnas_DEN_DAL,20251223_DAL_DEN,,0
Jonathan Isaac,ORL,POR,W,16.615,3,5,0.6,0,1,0.0,3,4,0.75,0,2,2,0,1,0,2,3,9,4.699999999999998,2025-12-23,20251223_Jonathan_Isaac_ORL_POR,20251223_ORL_POR,,1
Jordan Clarkson,NYK,MIN,L,29.935,3,11,0.273,3,5,0.6,1,2,0.5,0,1,1,1,0,0,1,2,10,2.3,2025-12-23,20251223_Jordan_Clarkson_NYK_MIN,20251223_MIN_NYK,,0
Jordan Goodwin,PHX,LAL,W,21.666666666666668,2,7,0.286,2,6,0.333,2,2,1.0,0,1,1,3,2,0,1,2,8,6.500000000000001,2025-12-23,20251223_Jordan_Goodwin_PHX_LAL,20251223_LAL_PHX,,1
Jordan Hawkins,NOP,CLE,L,21.566666666666663,2,5,0.4,1,2,0.5,2,2,1.0,2,1,3,1,0,0,2,2,7,3.9,2025-12-23,20251223_Jordan_Hawkins_NOP_CLE,20251223_CLE_NOP,,0
Jordan McLaughlin,SAS,OKC,W,2.333333333333333,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,2.4,2025-12-23,20251223_Jordan_McLaughlin_SAS_OKC,20251223_OKC_SAS,,1
Jordan Miller,LAC,HOU,W,4.25,1,1,1.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,0,1,4,3.6,2025-12-23,20251223_Jordan_Miller_LAC_HOU,20251223_HOU_LAC,,1
Jose Alvarado,NOP,CLE,L,25.4,2,4,0.5,2,3,0.667,0,0,0.0,0,2,2,2,1,0,2,3,6,3.8,2025-12-23,20251223_Jose_Alvarado_NOP_CLE,20251223_CLE_NOP,,0
Josh Giddey,CHI,ATL,W,36.13333333333333,8,15,0.533,2,5,0.4,1,2,0.5,1,10,11,15,0,0,7,1,19,18.1,2025-12-23,20251223_Josh_Giddey_CHI_ATL,20251223_ATL_CHI,,1
Josh Green,CHA,WAS,W,11.283333333333331,1,2,0.5,1,2,0.5,0,0,0.0,1,1,2,2,0,0,0,0,3,4.4,2025-12-23,20251223_Josh_Green_CHA_WAS,20251223_CHA_WAS,,1
Josh Hart,NYK,MIN,L,42.45166666666667,5,14,0.357,1,3,0.333,1,1,1.0,4,11,15,8,2,0,6,3,12,10.7,2025-12-23,20251223_Josh_Hart_NYK_MIN,20251223_MIN_NYK,,0
Josh Okogie,HOU,LAC,L,11.7,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,2,0,-0.5,2025-12-23,20251223_Josh_Okogie_HOU_LAC,20251223_HOU_LAC,,0
Julian Champagnie,SAS,OKC,W,22.15,2,5,0.4,0,3,0.0,0,0,0.0,0,10,10,0,1,1,3,0,4,3.0,2025-12-23,20251223_Julian_Champagnie_SAS_OKC,20251223_OKC_SAS,,1
Julian Strawther,DEN,DAL,L,12.25,3,4,0.75,2,3,0.667,0,0,0.0,1,1,2,0,0,0,0,3,8,6.199999999999999,2025-12-23,20251223_Julian_Strawther_DEN_DAL,20251223_DAL_DEN,,0
Julius Randle,MIN,NYK,W,33.333333333333336,10,20,0.5,0,4,0.0,5,5,1.0,2,4,6,3,1,0,3,3,25,16.499999999999996,2025-12-23,20251223_Julius_Randle_MIN_NYK,20251223_MIN_NYK,,1
Justin Champagnie,WAS,CHA,L,19.471666666666668,5,7,0.714,0,1,0.0,0,0,0.0,5,4,9,0,0,0,0,3,10,10.6,2025-12-23,20251223_Justin_Champagnie_WAS_CHA,20251223_CHA_WAS,,0
Justin Edwards,PHI,BKN,L,20.42333333333333,1,5,0.2,0,3,0.0,2,2,1.0,1,1,2,0,1,0,1,2,4,1.1000000000000003,2025-12-23,20251223_Justin_Edwards_PHI_BKN,20251223_BKN_PHI,,0
Kam Jones,IND,MIL,L,1.2333333333333334,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,2.7,2025-12-23,20251223_Kam_Jones_IND_MIL,20251223_IND_MIL,,0
Karl-Anthony Towns,NYK,MIN,L,34.51833333333333,14,24,0.583,3,6,0.5,9,11,0.818,4,9,13,1,1,0,5,6,40,27.80000000000001,2025-12-23,20251223_Karl-Anthony_Towns_NYK_MIN,20251223_MIN_NYK,,0
Karlo Matković,NOP,CLE,L,10.016666666666667,1,6,0.167,0,0,0.0,0,0,0.0,2,3,5,0,0,0,1,1,2,-0.8999999999999996,2025-12-23,20251223_Karlo_Matković_NOP_CLE,20251223_CLE_NOP,,0
Kasparas Jakučionis,MIA,TOR,L,27.5,2,5,0.4,1,4,0.25,2,2,1.0,0,2,2,0,1,0,2,4,7,2.299999999999999,2025-12-23,20251223_Kasparas_Jakučionis_MIA_TOR,20251223_MIA_TOR,,0
Kawhi Leonard,LAC,HOU,W,36.833333333333336,16,23,0.696,4,5,0.8,5,5,1.0,1,7,8,5,0,0,2,2,41,34.800000000000004,2025-12-23,20251223_Kawhi_Leonard_LAC_HOU,20251223_HOU_LAC,,1
Keaton Wallace,ATL,CHI,L,8.495,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,0,2,2.0,2025-12-23,20251223_Keaton_Wallace_ATL_CHI,20251223_ATL_CHI,,0
Keegan Murray,SAC,DET,L,20.22,1,4,0.25,0,1,0.0,0,0,0.0,0,1,1,1,1,2,0,1,2,2.6,2025-12-23,20251223_Keegan_Murray_SAC_DET,20251223_DET_SAC,,0
Kel'el Ware,MIA,TOR,L,21.113333333333333,2,8,0.25,1,3,0.333,0,0,0.0,5,4,9,0,2,0,0,0,5,6.9,2025-12-23,20251223_Kel'el_Ware_MIA_TOR,20251223_MIA_TOR,,0
Keldon Johnson,SAS,OKC,W,22.236666666666668,10,16,0.625,5,9,0.556,0,0,0.0,0,1,1,1,0,0,1,3,25,16.6,2025-12-23,20251223_Keldon_Johnson_SAS_OKC,20251223_OKC_SAS,,1
Kelly Olynyk,SAS,OKC,W,2.333333333333333,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,2,1,0,0,0,1,3.0,2025-12-23,20251223_Kelly_Olynyk_SAS_OKC,20251223_OKC_SAS,,1
Kenrich Williams,OKC,SAS,L,13.25,5,5,1.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,1,0,10,9.2,2025-12-23,20251223_Kenrich_Williams_OKC_SAS,20251223_OKC_SAS,,0
Kentavious Caldwell-Pope,MEM,UTA,W,19.53333333333333,3,7,0.429,1,4,0.25,4,4,1.0,0,1,1,3,1,0,1,1,11,9.3,2025-12-23,20251223_Kentavious_Caldwell-Pope_MEM_UTA,20251223_MEM_UTA,,1
Keon Ellis,SAC,DET,L,4.216666666666667,0,2,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,-0.7,2025-12-23,20251223_Keon_Ellis_SAC_DET,20251223_DET_SAC,,0
Keshad Johnson,MIA,TOR,L,0.8166666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-23,20251223_Keshad_Johnson_MIA_TOR,20251223_MIA_TOR,,0
Kevin Durant,HOU,LAC,L,29.4,8,15,0.533,1,4,0.25,5,5,1.0,1,4,5,1,0,2,3,1,22,15.299999999999995,2025-12-23,20251223_Kevin_Durant_HOU_LAC,20251223_HOU_LAC,,0
Kevin Huerter,CHI,ATL,W,26.676666666666662,3,7,0.429,1,5,0.2,2,4,0.5,0,7,7,1,0,0,0,1,9,6.9,2025-12-23,20251223_Kevin_Huerter_CHI_ATL,20251223_ATL_CHI,,1
Kevin Love,UTA,MEM,L,28.6,2,9,0.222,2,9,0.222,0,0,0.0,0,6,6,3,0,0,1,3,6,2.1999999999999997,2025-12-23,20251223_Kevin_Love_UTA_MEM,20251223_MEM_UTA,,0
Kevin McCullar Jr.,NYK,MIN,L,4.548333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.0,2025-12-23,20251223_Kevin_McCullar_Jr._NYK_MIN,20251223_MIN_NYK,,0
Kevin Porter Jr.,MIL,IND,W,37.86333333333334,8,13,0.615,2,3,0.667,6,9,0.667,1,5,6,5,3,0,1,3,24,23.4,2025-12-23,20251223_Kevin_Porter_Jr._MIL_IND,20251223_IND_MIL,,1
Keyonte George,UTA,MEM,L,34.05,6,12,0.5,4,8,0.5,8,9,0.889,0,2,2,4,1,0,2,2,24,19.200000000000003,2025-12-23,20251223_Keyonte_George_UTA_MEM,20251223_MEM_UTA,,0
Khaman Maluach,PHX,LAL,W,5.833333333333333,1,3,0.333,0,0,0.0,0,0,0.0,1,0,1,0,0,1,1,3,2,-0.5,2025-12-23,20251223_Khaman_Maluach_PHX_LAL,20251223_LAL_PHX,,1
Khris Middleton,WAS,CHA,L,21.85,5,10,0.5,1,3,0.333,5,5,1.0,0,1,1,1,1,0,0,2,16,12.2,2025-12-23,20251223_Khris_Middleton_WAS_CHA,20251223_CHA_WAS,,0
Kobe Brown,LAC,HOU,W,4.25,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,0.3,2025-12-23,20251223_Kobe_Brown_LAC_HOU,20251223_HOU_LAC,,1
Kobe Sanders,LAC,HOU,W,13.393333333333333,4,5,0.8,3,3,1.0,2,2,1.0,1,0,1,1,1,0,0,0,13,13.499999999999998,2025-12-23,20251223_Kobe_Sanders_LAC_HOU,20251223_HOU_LAC,,1
Kon Knueppel,CHA,WAS,W,28.435,7,15,0.467,5,9,0.556,0,2,0.0,0,3,3,2,0,0,1,2,19,11.0,2025-12-23,20251223_Kon_Knueppel_CHA_WAS,20251223_CHA_WAS,,1
Kris Dunn,LAC,HOU,W,25.55,4,8,0.5,3,7,0.429,0,1,0.0,0,4,4,2,1,0,0,1,11,9.8,2025-12-23,20251223_Kris_Dunn_LAC_HOU,20251223_HOU_LAC,,1
Kris Murray,POR,ORL,L,28.098333333333333,5,6,0.833,1,2,0.5,2,2,1.0,2,4,6,1,0,1,1,2,13,12.999999999999998,2025-12-23,20251223_Kris_Murray_POR_ORL,20251223_ORL_POR,,0
Kyle Filipowski,UTA,MEM,L,34.81666666666667,9,15,0.6,2,3,0.667,5,8,0.625,5,8,13,4,0,2,1,3,25,24.8,2025-12-23,20251223_Kyle_Filipowski_UTA_MEM,20251223_MEM_UTA,,0
Kyle Kuzma,MIL,IND,W,34.6,5,12,0.417,1,3,0.333,4,4,1.0,2,5,7,2,0,2,5,5,15,7.300000000000002,2025-12-23,20251223_Kyle_Kuzma_MIL_IND,20251223_IND_MIL,,1
Kyle Lowry,PHI,BKN,L,10.216666666666669,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,2,0,0,1,0,0,0.7,2025-12-23,20251223_Kyle_Lowry_PHI_BKN,20251223_BKN_PHI,,0
Kyshawn George,WAS,CHA,L,31.35,1,9,0.111,0,1,0.0,0,0,0.0,1,1,2,6,0,0,3,2,2,-2.500000000000001,2025-12-23,20251223_Kyshawn_George_WAS_CHA,20251223_CHA_WAS,,0
LaMelo Ball,CHA,WAS,W,24.8,7,12,0.583,4,9,0.444,5,6,0.833,0,2,2,9,1,1,2,3,23,22.40000000000001,2025-12-23,20251223_LaMelo_Ball_CHA_WAS,20251223_CHA_WAS,,1
LeBron James,LAL,PHX,L,25.766666666666666,7,14,0.5,3,5,0.6,6,11,0.545,0,2,2,6,0,0,0,0,23,18.8,2025-12-23,20251223_LeBron_James_LAL_PHX,20251223_LAL_PHX,,0
Liam McNeeley,CHA,WAS,W,1.4166666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-23,20251223_Liam_McNeeley_CHA_WAS,20251223_CHA_WAS,,1
Lindy Waters III,SAS,OKC,W,2.333333333333333,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,2.7,2025-12-23,20251223_Lindy_Waters_III_SAS_OKC,20251223_OKC_SAS,,1
Luguentz Dort,OKC,SAS,L,26.43,5,8,0.625,5,8,0.625,0,0,0.0,0,2,2,0,0,0,1,4,15,9.4,2025-12-23,20251223_Luguentz_Dort_OKC_SAS,20251223_OKC_SAS,,0
Luke Kennard,ATL,CHI,L,20.766666666666666,1,4,0.25,0,3,0.0,0,0,0.0,0,2,2,2,0,0,0,2,2,0.8,2025-12-23,20251223_Luke_Kennard_ATL_CHI,20251223_ATL_CHI,,0
Luke Kornet,SAS,OKC,W,25.71,3,3,1.0,0,0,0.0,2,2,1.0,4,1,5,3,1,2,0,0,8,14.7,2025-12-23,20251223_Luke_Kornet_SAS_OKC,20251223_OKC_SAS,,1
Malaki Branham,WAS,CHA,L,5.766666666666667,1,2,0.5,0,1,0.0,0,0,0.0,1,2,3,1,0,0,1,2,2,1.2000000000000002,2025-12-23,20251223_Malaki_Branham_WAS_CHA,20251223_CHA_WAS,,0
Malik Monk,SAC,DET,L,13.783333333333331,3,8,0.375,2,4,0.5,1,2,0.5,0,1,1,1,2,0,2,0,9,5.199999999999999,2025-12-23,20251223_Malik_Monk_SAC_DET,20251223_DET_SAC,,0
Marcus Smart,LAL,PHX,L,29.85,5,11,0.455,4,8,0.5,0,0,0.0,2,1,3,6,0,0,1,3,14,12.0,2025-12-23,20251223_Marcus_Smart_LAL_PHX,20251223_LAL_PHX,,0
Mark Williams,PHX,LAL,W,21.383333333333333,7,8,0.875,0,0,0.0,4,4,1.0,3,6,9,2,0,2,0,1,18,21.5,2025-12-23,20251223_Mark_Williams_PHX_LAL,20251223_LAL_PHX,,1
Marvin Bagley III,WAS,CHA,L,21.133333333333333,5,7,0.714,0,0,0.0,5,6,0.833,2,1,3,1,0,1,0,1,15,14.4,2025-12-23,20251223_Marvin_Bagley_III_WAS_CHA,20251223_CHA_WAS,,0
Matas Buzelis,CHI,ATL,W,18.4,6,8,0.75,2,3,0.667,1,1,1.0,0,2,2,0,0,2,0,3,15,12.599999999999998,2025-12-23,20251223_Matas_Buzelis_CHI_ATL,20251223_ATL_CHI,,1
Maxi Kleber,LAL,PHX,L,8.783333333333333,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,1,0,0,1,0,2,1.2999999999999998,2025-12-23,20251223_Maxi_Kleber_LAL_PHX,20251223_LAL_PHX,,0
