Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
John Collins,LAC,PHX,W,24,3,5,0.6,0,1,0.0,4,5,0.8,2,4,6,2,2,0,2,3,10,10.1,2025-10-24
John Konchar,MEM,MIA,L,8,1,1,1.0,1,1,1.0,0,0,,0,1,1,1,1,1,0,0,3,5.4,2025-10-24
Johnny Juzang,MIN,LAL,L,3,0,2,0.0,0,2,0.0,1,2,0.5,1,0,1,0,0,0,0,1,1,-0.5,2025-10-24
Jonathan Isaac,ORL,ATL,L,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2025-10-24
Jonathan Kuminga,GSW,POR,L,24,4,7,0.571,1,2,0.5,7,7,1.0,3,5,8,3,2,0,4,3,16,15.2,2025-10-24
Jonathan Mogbo,TOR,MIL,L,4,0,0,,0,0,,0,0,,1,1,2,0,0,1,1,0,0,0.7,2025-10-24
Jordan Clarkson,NYK,BOS,W,16,2,5,0.4,2,4,0.5,0,0,,1,2,3,0,0,1,1,2,6,3.5,2025-10-24
Jordan Goodwin,PHX,LAC,L,6,0,2,0.0,0,2,0.0,0,0,,0,1,1,0,1,0,3,0,0,-3.1,2025-10-24
Jordan Hawkins,NOP,SAS,L,18,3,7,0.429,1,4,0.25,0,0,,1,0,1,1,0,0,0,0,7,4.7,2025-10-24
Jordan McLaughlin,SAS,NOP,W,6,1,2,0.5,1,2,0.5,0,0,,0,0,0,0,0,0,0,0,3,2.0,2025-10-24
Jordan Poole,NOP,SAS,L,41,8,20,0.4,3,9,0.333,2,2,1.0,1,3,4,5,0,1,3,4,21,11.4,2025-10-24
Jordan Walsh,BOS,NYK,L,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2025-10-24
Jose Alvarado,NOP,SAS,L,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2025-10-24
Josh Hart,NYK,BOS,W,19,1,8,0.125,0,3,0.0,0,0,,6,8,14,3,0,0,0,3,2,4.3,2025-10-24
Josh Okogie,HOU,DET,L,17,3,4,0.75,1,2,0.5,3,4,0.75,2,2,4,1,0,0,1,1,10,9.3,2025-10-24
Jrue Holiday,POR,GSW,W,28,5,12,0.417,2,4,0.5,0,0,,1,4,5,11,1,0,4,1,12,11.8,2025-10-24
Julian Champagnie,SAS,NOP,W,36,3,8,0.375,1,6,0.167,0,0,,1,7,8,3,1,0,1,0,7,7.5,2025-10-24
Julius Randle,MIN,LAL,L,30,9,16,0.563,4,8,0.5,4,5,0.8,3,6,9,6,0,0,3,0,26,23.1,2025-10-24
Jusuf Nurkić,UTA,SAC,L,18,2,7,0.286,0,1,0.0,0,0,,2,9,11,2,1,0,1,1,4,5.0,2025-10-24
Karl-Anthony Towns,NYK,BOS,W,33,6,16,0.375,4,6,0.667,10,12,0.833,6,7,13,3,1,1,5,2,26,20.7,2025-10-24
Kawhi Leonard,LAC,PHX,W,33,11,21,0.524,1,4,0.25,4,5,0.8,1,4,5,5,1,1,2,0,27,21.4,2025-10-24
Keaton Wallace,ATL,ORL,W,11,1,2,0.5,1,2,0.5,0,0,,0,1,1,2,0,0,0,0,3,3.7,2025-10-24
Kel'el Ware,MIA,MEM,W,23,8,12,0.667,1,1,1.0,2,3,0.667,5,4,9,1,1,1,2,3,19,17.3,2025-10-24
Keldon Johnson,SAS,NOP,W,19,4,7,0.571,0,1,0.0,0,2,0.0,5,5,10,1,0,0,0,6,8,7.2,2025-10-24
Kentavious Caldwell-Pope,MEM,MIA,L,23,2,6,0.333,2,5,0.4,1,1,1.0,0,3,3,6,2,0,2,1,7,8.3,2025-10-24
Keon Ellis,SAC,UTA,W,17,1,3,0.333,1,2,0.5,1,2,0.5,0,3,3,1,3,0,2,2,4,3.7,2025-10-24
Keshad Johnson,MIA,MEM,W,8,2,5,0.4,1,3,0.333,0,0,,0,3,3,0,1,0,0,0,5,4.2,2025-10-24
Kevin Durant,HOU,DET,L,37,9,18,0.5,3,3,1.0,16,18,0.889,1,2,3,1,3,1,0,3,37,31.7,2025-10-24
Keyonte George,UTA,SAC,L,34,5,15,0.333,1,6,0.167,7,7,1.0,0,2,2,10,0,1,4,2,18,13.0,2025-10-24
Khaman Maluach,PHX,LAC,L,5,0,0,,0,0,,1,2,0.5,0,0,0,0,0,1,0,0,1,1.3,2025-10-24
Khris Middleton,WAS,DAL,W,30,4,13,0.308,1,5,0.2,0,2,0.0,0,4,4,2,3,0,0,3,9,5.1,2025-10-24
Klay Thompson,DAL,WAS,L,17,2,7,0.286,1,6,0.167,3,3,1.0,0,4,4,0,1,0,0,0,8,6.1,2025-10-24
Kobe Brown,LAC,PHX,W,5,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,2025-10-24
Kobe Sanders,LAC,PHX,W,5,1,3,0.333,0,1,0.0,0,0,,0,0,0,0,1,0,1,0,2,0.3,2025-10-24
Kris Dunn,LAC,PHX,W,21,5,8,0.625,2,4,0.5,2,2,1.0,1,1,2,1,3,0,0,1,14,14.7,2025-10-24
Kris Murray,POR,GSW,W,27,6,7,0.857,1,1,1.0,0,0,,0,1,1,1,2,1,1,2,13,12.4,2025-10-24
Kyle Filipowski,UTA,SAC,L,25,4,7,0.571,2,4,0.5,0,0,,1,5,6,4,0,0,1,5,10,8.7,2025-10-24
